player,cofc_goals,opp_goals,opponent,date,goals,shots,shots_on_target,key_passes,dribbles,duels_won,defensive_duels_won,interceptions,clearances,sliding_tackles,passes,passes_accurate,pass_accuracy_pct,progressive_passes,duels_total,aset_score,peak_score,set_score,total_score,source_file
D. Toulson,3,1,William & Mary Tribe,27.09.2025,0,0,0,1,1,12,8,9,3,0,47,36,76.6,0,19,16.0,0.7,0.0,16.7,players_2025_09_27_WilliamMary.pdf
E. White,3,1,William & Mary Tribe,27.09.2025,1,1,1,2,3,13,4,6,2,0,39,32,82.1,0,27,10.0,5.1,0.0,15.1,players_2025_09_27_WilliamMary.pdf
C. Hughes,3,1,William & Mary Tribe,27.09.2025,1,1,0,3,3,6,2,1,1,0,25,17,68.0,0,11,3.0,5.1,0.0,8.1,players_2025_09_27_WilliamMary.pdf
I. Salifu,3,1,William & Mary Tribe,27.09.2025,0,0,0,0,2,3,1,3,0,0,20,17,85.0,0,14,3.5,0.4,0.0,3.9,players_2025_09_27_WilliamMary.pdf
S. Bendvold,3,1,William & Mary Tribe,27.09.2025,4,4,1,1,5,11,2,5,0,0,17,10,58.8,0,28,6.0,14.0,0.0,20.0,players_2025_09_27_WilliamMary.pdf
M. Lenert,3,1,William & Mary Tribe,27.09.2025,3,3,2,0,10,7,2,3,2,1,30,24,80.0,0,23,7.0,12.0,0.0,19.0,players_2025_09_27_WilliamMary.pdf
P. Dashin,3,1,William & Mary Tribe,27.09.2025,3,3,1,0,0,6,2,0,0,0,5,4,80.0,0,26,1.0,9.5,0.0,10.5,players_2025_09_27_WilliamMary.pdf
H. Walker,3,1,William & Mary Tribe,27.09.2025,1,1,0,0,2,4,1,1,1,0,28,21,75.0,0,14,2.5,3.4,0.0,5.9,players_2025_09_27_WilliamMary.pdf
R. Watson,3,1,William & Mary Tribe,27.09.2025,0,0,0,1,1,8,4,10,1,1,33,26,78.8,0,15,14.0,0.7,0.0,14.7,players_2025_09_27_WilliamMary.pdf
B. Bagshaw,3,1,William & Mary Tribe,27.09.2025,4,4,2,0,3,3,1,1,0,0,10,8,80.0,0,9,1.5,13.6,0.0,15.1,players_2025_09_27_WilliamMary.pdf
L. Gill,3,1,William & Mary Tribe,27.09.2025,2,2,1,0,0,2,0,1,0,0,18,12,66.7,0,16,1.0,6.5,0.0,7.5,players_2025_09_27_WilliamMary.pdf
J. Jordheim,3,1,William & Mary Tribe,27.09.2025,0,0,0,0,0,5,3,1,0,0,3,3,100.0,0,6,2.5,0.0,0.0,2.5,players_2025_09_27_WilliamMary.pdf
J. Watson,3,1,William & Mary Tribe,27.09.2025,0,0,0,0,0,0,0,1,0,0,2,2,100.0,0,1,1.0,0.0,0.0,1.0,players_2025_09_27_WilliamMary.pdf
J. Barrett,3,1,William & Mary Tribe,27.09.2025,0,0,0,0,0,2,1,0,0,1,1,0,0.0,0,5,1.5,0.0,0.0,1.5,players_2025_09_27_WilliamMary.pdf
C. Crockford,,,Campbell,2025_10_05,2,2,0,1,1,10,6,4,8,1,18,16,88.9,0,11,16.0,6.7,0.0,22.7,players_2025_10_05_Campbell.pdf
B. Baldwin,,,Campbell,2025_10_05,0,0,0,0,0,9,3,5,9,0,43,34,79.1,0,12,15.5,0.0,0.0,15.5,players_2025_10_05_Campbell.pdf
N. Gold,,,Campbell,2025_10_05,0,0,0,0,1,11,2,8,1,0,52,40,76.9,0,16,10.0,0.2,0.0,10.2,players_2025_10_05_Campbell.pdf
D. Toulson,,,Campbell,2025_10_05,1,1,0,0,0,7,5,5,5,1,43,34,79.1,0,14,13.5,3.0,0.0,16.5,players_2025_10_05_Campbell.pdf
E. White,,,Campbell,2025_10_05,0,0,0,0,6,11,4,1,1,1,30,24,80.0,0,22,5.0,1.2,0.0,6.2,players_2025_10_05_Campbell.pdf
B. Bagshaw,,,Campbell,2025_10_05,1,1,1,0,4,8,1,1,1,0,25,16,64.0,0,14,2.5,4.3,0.0,6.8,players_2025_10_05_Campbell.pdf
S. Bendvold,,,Campbell,2025_10_05,2,2,1,1,5,5,1,5,0,0,30,20,66.7,0,19,5.5,8.0,0.0,13.5,players_2025_10_05_Campbell.pdf
H. Walker,,,Campbell,2025_10_05,0,0,0,0,1,9,3,1,1,0,23,18,78.3,0,15,3.5,0.2,0.0,3.7,players_2025_10_05_Campbell.pdf
M. Lenert,,,Campbell,2025_10_05,1,1,1,0,7,8,1,4,3,0,24,17,70.8,0,19,7.5,4.9,0.0,12.4,players_2025_10_05_Campbell.pdf
P. Dashin,,,Campbell,2025_10_05,2,2,1,0,2,6,0,0,0,0,11,7,63.6,0,13,0.0,6.9,0.0,6.9,players_2025_10_05_Campbell.pdf
I. Salifu,,,Campbell,2025_10_05,0,0,0,0,0,0,0,0,0,0,5,3,60.0,0,2,0.0,0.0,0.0,0.0,players_2025_10_05_Campbell.pdf
L. Gill,,,Campbell,2025_10_05,1,1,1,0,1,6,0,3,0,0,26,19,73.1,0,19,3.0,3.7,0.0,6.7,players_2025_10_05_Campbell.pdf
C. Hughes,,,Campbell,2025_10_05,0,0,0,0,0,2,1,0,0,0,7,4,57.1,0,4,0.5,0.0,0.0,0.5,players_2025_10_05_Campbell.pdf
J. Jordheim,,,Campbell,2025_10_05,0,0,0,0,2,11,4,2,3,2,15,10,66.7,0,13,9.0,0.4,0.0,9.4,players_2025_10_05_Campbell.pdf
R. Watson,,,Campbell,2025_10_05,0,0,0,0,2,8,4,2,1,0,10,4,40.0,0,10,5.0,0.4,0.0,5.4,players_2025_10_05_Campbell.pdf
J. Watson,,,Campbell,2025_10_05,0,0,0,0,0,4,3,4,2,1,12,10,83.3,0,4,8.5,0.0,0.0,8.5,players_2025_10_05_Campbell.pdf
E. Emanuele,,,Campbell,2025_10_05,0,0,0,0,1,4,2,2,1,0,9,6,66.7,0,7,4.0,0.2,0.0,4.2,players_2025_10_05_Campbell.pdf
N. Gold,0,3,North Florida Ospreyes,08.10.2025,0,0,0,0,0,5,4,4,2,1,37,30,81.1,0,8,9.0,0.0,0.0,9.0,players_2025_10_08_NorthFlorida.pdf
B. Baldwin,0,3,North Florida Ospreyes,08.10.2025,1,1,0,0,0,6,3,5,2,0,61,51,83.6,0,8,8.5,3.0,0.0,11.5,players_2025_10_08_NorthFlorida.pdf
J. Jordheim,0,3,North Florida Ospreyes,08.10.2025,0,0,0,0,0,6,3,6,1,0,45,37,82.2,0,7,8.5,0.0,0.0,8.5,players_2025_10_08_NorthFlorida.pdf
D. Toulson,0,3,North Florida Ospreyes,08.10.2025,0,0,0,0,0,5,3,3,0,0,39,35,89.7,0,9,4.5,0.0,0.0,4.5,players_2025_10_08_NorthFlorida.pdf
B. Bagshaw,0,3,North Florida Ospreyes,08.10.2025,3,3,1,0,3,4,1,1,1,0,29,20,69.0,0,11,2.5,10.1,0.0,12.6,players_2025_10_08_NorthFlorida.pdf
S. Bendvold,0,3,North Florida Ospreyes,08.10.2025,2,2,1,0,7,11,2,3,0,0,25,19,76.0,0,16,4.0,7.9,0.0,11.9,players_2025_10_08_NorthFlorida.pdf
E. Emanuele,0,3,North Florida Ospreyes,08.10.2025,1,1,0,0,0,9,6,4,1,1,38,34,89.5,0,11,9.0,3.0,0.0,12.0,players_2025_10_08_NorthFlorida.pdf
H. Walker,0,3,North Florida Ospreyes,08.10.2025,0,0,0,0,0,7,4,0,1,0,22,21,95.5,0,12,3.0,0.0,0.0,3.0,players_2025_10_08_NorthFlorida.pdf
M. Lenert,0,3,North Florida Ospreyes,08.10.2025,3,3,1,0,3,7,1,2,0,0,32,24,75.0,0,12,2.5,10.1,0.0,12.6,players_2025_10_08_NorthFlorida.pdf
L. Gill,0,3,North Florida Ospreyes,08.10.2025,0,0,0,0,1,3,1,1,0,0,13,9,69.2,0,15,1.5,0.2,0.0,1.7,players_2025_10_08_NorthFlorida.pdf
E. White,0,3,North Florida Ospreyes,08.10.2025,0,0,0,0,7,9,5,0,0,0,36,30,83.3,0,21,2.5,1.4,0.0,3.9,players_2025_10_08_NorthFlorida.pdf
R. Watson,0,3,North Florida Ospreyes,08.10.2025,0,0,0,0,0,5,0,5,3,0,20,15,75.0,0,5,8.0,0.0,0.0,8.0,players_2025_10_08_NorthFlorida.pdf
C. Hughes,0,3,North Florida Ospreyes,08.10.2025,0,0,0,0,1,4,1,2,0,0,11,4,36.4,0,5,2.5,0.2,0.0,2.7,players_2025_10_08_NorthFlorida.pdf
I. Salifu,0,3,North Florida Ospreyes,08.10.2025,0,0,0,0,0,1,1,2,0,0,21,18,85.7,0,2,2.5,0.0,0.0,2.5,players_2025_10_08_NorthFlorida.pdf
J. Barrett,0,3,North Florida Ospreyes,08.10.2025,0,0,0,0,0,2,2,0,0,0,14,13,92.9,0,7,1.0,0.0,0.0,1.0,players_2025_10_08_NorthFlorida.pdf
J. Watson,0,3,North Florida Ospreyes,08.10.2025,1,1,0,0,0,2,1,5,3,0,16,16,100.0,0,3,8.5,3.0,0.0,11.5,players_2025_10_08_NorthFlorida.pdf
C. Crockford,0,3,North Florida Ospreyes,08.10.2025,0,0,0,0,0,0,0,0,0,0,4,2,50.0,0,2,0.0,0.0,0.0,0.0,players_2025_10_08_NorthFlorida.pdf
R. Watson,,,Winthrop,2025_10_15,0,0,0,1,1,6,4,6,5,1,13,7,53.8,0,11,14.0,0.7,0.0,14.7,players_2025_10_15_Winthrop.pdf
N. Gold,,,Winthrop,2025_10_15,0,0,0,0,0,14,9,5,2,0,32,25,78.1,0,19,11.5,0.0,0.0,11.5,players_2025_10_15_Winthrop.pdf
B. Baldwin,,,Winthrop,2025_10_15,0,0,0,0,0,7,3,6,5,0,35,27,77.1,0,9,12.5,0.0,0.0,12.5,players_2025_10_15_Winthrop.pdf
J. Jordheim,,,Winthrop,2025_10_15,0,0,0,0,0,7,4,4,1,0,20,13,65.0,0,10,7.0,0.0,0.0,7.0,players_2025_10_15_Winthrop.pdf
D. Toulson,,,Winthrop,2025_10_15,0,0,0,0,0,6,4,4,0,0,12,6,50.0,0,9,6.0,0.0,0.0,6.0,players_2025_10_15_Winthrop.pdf
B. Bagshaw,,,Winthrop,2025_10_15,1,1,0,0,0,3,1,1,0,0,14,10,71.4,0,8,1.5,3.0,0.0,4.5,players_2025_10_15_Winthrop.pdf
E. White,,,Winthrop,2025_10_15,3,3,1,0,3,19,8,6,0,2,44,36,81.8,0,28,12.0,10.1,0.0,22.1,players_2025_10_15_Winthrop.pdf
H. Walker,,,Winthrop,2025_10_15,0,0,0,1,0,5,3,6,0,0,31,25,80.6,0,8,7.5,0.5,0.0,8.0,players_2025_10_15_Winthrop.pdf
L. Gill,,,Winthrop,2025_10_15,3,3,2,1,3,4,0,1,0,0,13,8,61.5,0,13,1.0,11.1,0.0,12.1,players_2025_10_15_Winthrop.pdf
M. Lenert,,,Winthrop,2025_10_15,0,0,0,1,1,3,1,5,1,0,13,7,53.8,0,11,6.5,0.7,0.0,7.2,players_2025_10_15_Winthrop.pdf
C. Hughes,,,Winthrop,2025_10_15,1,1,0,0,2,5,3,0,0,0,15,9,60.0,0,13,1.5,3.4,0.0,4.9,players_2025_10_15_Winthrop.pdf
I. Salifu,,,Winthrop,2025_10_15,2,2,0,0,1,10,7,6,1,2,32,27,84.4,0,17,12.5,6.2,0.0,18.7,players_2025_10_15_Winthrop.pdf
S. Bendvold,,,Winthrop,2025_10_15,0,0,0,0,0,2,1,1,0,0,16,9,56.2,0,9,1.5,0.0,0.0,1.5,players_2025_10_15_Winthrop.pdf
J. Barrett,,,Winthrop,2025_10_15,0,0,0,1,2,7,4,1,0,0,13,8,61.5,0,12,3.0,0.9,0.0,3.9,players_2025_10_15_Winthrop.pdf
R. Ray,,,Winthrop,2025_10_15,0,0,0,1,1,4,1,0,0,0,16,8,50.0,0,6,0.5,0.7,0.0,1.2,players_2025_10_15_Winthrop.pdf
P. Dashin,,,Winthrop,2025_10_15,2,2,1,1,0,6,1,0,0,0,6,4,66.7,0,15,0.5,7.0,0.0,7.5,players_2025_10_15_Winthrop.pdf
C. Crockford,,,Winthrop,2025_10_15,0,0,0,0,0,1,0,1,2,0,4,3,75.0,0,4,3.0,0.0,0.0,3.0,players_2025_10_15_Winthrop.pdf
E. Emanuele,,,Winthrop,2025_10_15,0,0,0,0,0,0,0,0,0,0,3,3,100.0,0,0,0.0,0.0,0.0,0.0,players_2025_10_15_Winthrop.pdf
N. Gold,0,0,Elon Phoenix,18.10.2025,0,0,0,0,0,2,0,4,4,0,45,36,80.0,0,5,8.0,0.0,0.0,8.0,players_2025_10_18_Elon.pdf
B. Baldwin,0,0,Elon Phoenix,18.10.2025,0,0,0,0,0,6,3,10,6,0,45,37,82.2,0,8,17.5,0.0,0.0,17.5,players_2025_10_18_Elon.pdf
J. Jordheim,0,0,Elon Phoenix,18.10.2025,0,0,0,0,0,15,10,5,3,2,36,29,80.6,0,22,15.0,0.0,0.0,15.0,players_2025_10_18_Elon.pdf
R. Watson,0,0,Elon Phoenix,18.10.2025,1,1,0,1,3,8,3,5,1,0,25,12,48.0,0,13,7.5,4.1,0.0,11.6,players_2025_10_18_Elon.pdf
S. Bendvold,0,0,Elon Phoenix,18.10.2025,2,2,1,0,0,7,6,4,2,0,21,12,57.1,0,14,9.0,6.5,0.0,15.5,players_2025_10_18_Elon.pdf
E. White,0,0,Elon Phoenix,18.10.2025,0,0,0,0,1,16,10,2,0,3,41,25,61.0,0,27,10.0,0.2,0.0,10.2,players_2025_10_18_Elon.pdf
D. Toulson,0,0,Elon Phoenix,18.10.2025,0,0,0,1,0,4,2,3,2,1,14,8,57.1,0,7,7.0,0.5,0.0,7.5,players_2025_10_18_Elon.pdf
L. Gill,0,0,Elon Phoenix,18.10.2025,1,1,0,0,0,1,0,1,0,0,9,7,77.8,0,7,1.0,3.0,0.0,4.0,players_2025_10_18_Elon.pdf
B. Bagshaw,0,0,Elon Phoenix,18.10.2025,0,0,0,0,0,0,0,1,0,0,9,4,44.4,0,2,1.0,0.0,0.0,1.0,players_2025_10_18_Elon.pdf
H. Walker,0,0,Elon Phoenix,18.10.2025,0,0,0,0,0,3,0,0,0,0,21,15,71.4,0,9,0.0,0.0,0.0,0.0,players_2025_10_18_Elon.pdf
M. Lenert,0,0,Elon Phoenix,18.10.2025,2,2,0,0,1,5,1,1,1,0,11,7,63.6,0,8,2.5,6.2,0.0,8.7,players_2025_10_18_Elon.pdf
J. Barrett,0,0,Elon Phoenix,18.10.2025,0,0,0,0,0,8,5,1,1,0,12,6,50.0,0,11,4.5,0.0,0.0,4.5,players_2025_10_18_Elon.pdf
I. Salifu,0,0,Elon Phoenix,18.10.2025,0,0,0,0,1,4,3,1,2,0,11,8,72.7,0,9,4.5,0.2,0.0,4.7,players_2025_10_18_Elon.pdf
P. Dashin,0,0,Elon Phoenix,18.10.2025,0,0,0,0,0,1,1,1,0,0,4,3,75.0,0,4,1.5,0.0,0.0,1.5,players_2025_10_18_Elon.pdf
C. Crockford,0,0,Elon Phoenix,18.10.2025,0,0,0,0,1,3,1,0,0,1,3,1,33.3,0,3,1.5,0.2,0.0,1.7,players_2025_10_18_Elon.pdf
R. Watson,,,William Mary,2025_10_25,0,0,0,0,0,10,9,7,0,0,22,16,72.7,0,17,11.5,0.0,0.0,11.5,players_2025_10_25_WilliamMary.pdf
N. Gold,,,William Mary,2025_10_25,0,0,0,1,0,9,6,5,4,1,26,22,84.6,0,12,13.0,0.5,0.0,13.5,players_2025_10_25_WilliamMary.pdf
B. Baldwin,,,William Mary,2025_10_25,0,0,0,0,0,5,4,8,3,0,28,22,78.6,0,10,13.0,0.0,0.0,13.0,players_2025_10_25_WilliamMary.pdf
J. Jordheim,,,William Mary,2025_10_25,1,1,0,0,0,13,7,9,8,1,30,22,73.3,0,20,21.5,3.0,0.0,24.5,players_2025_10_25_WilliamMary.pdf
H. Walker,,,William Mary,2025_10_25,1,1,1,0,0,13,7,3,1,0,34,26,76.5,0,19,7.5,3.5,0.0,11.0,players_2025_10_25_WilliamMary.pdf
E. White,,,William Mary,2025_10_25,1,1,1,0,0,15,11,10,2,2,52,39,75.0,0,30,19.5,3.5,0.0,23.0,players_2025_10_25_WilliamMary.pdf
B. Bagshaw,,,William Mary,2025_10_25,0,0,0,0,0,3,2,3,1,0,9,8,88.9,0,11,5.0,0.0,0.0,5.0,players_2025_10_25_WilliamMary.pdf
D. Toulson,,,William Mary,2025_10_25,0,0,0,0,0,12,7,5,2,0,29,17,58.6,0,18,10.5,0.0,0.0,10.5,players_2025_10_25_WilliamMary.pdf
L. Gill,,,William Mary,2025_10_25,3,3,2,0,2,6,1,0,0,0,20,12,60.0,0,15,0.5,10.4,0.0,10.9,players_2025_10_25_WilliamMary.pdf
M. Lenert,,,William Mary,2025_10_25,1,1,0,0,3,9,2,2,1,0,10,4,40.0,0,27,4.0,3.6,0.0,7.6,players_2025_10_25_WilliamMary.pdf
C. Hughes,,,William Mary,2025_10_25,0,0,0,0,1,5,3,0,0,0,8,6,75.0,0,12,1.5,0.2,0.0,1.7,players_2025_10_25_WilliamMary.pdf
S. Bendvold,,,William Mary,2025_10_25,2,2,1,0,4,9,3,2,2,0,13,10,76.9,0,12,5.5,7.3,0.0,12.8,players_2025_10_25_WilliamMary.pdf
I. Salifu,,,William Mary,2025_10_25,0,0,0,0,1,2,2,6,0,0,13,7,53.8,0,6,7.0,0.2,0.0,7.2,players_2025_10_25_WilliamMary.pdf
P. Dashin,,,William Mary,2025_10_25,0,0,0,1,0,3,1,1,1,0,12,9,75.0,0,10,2.5,0.5,0.0,3.0,players_2025_10_25_WilliamMary.pdf
C. Crockford,,,William Mary,2025_10_25,0,0,0,1,0,4,4,3,3,1,9,5,55.6,0,7,9.0,0.5,0.0,9.5,players_2025_10_25_WilliamMary.pdf
J. Barrett,,,William Mary,2025_10_25,1,1,0,0,0,3,1,5,0,0,6,3,50.0,0,5,5.5,3.0,0.0,8.5,players_2025_10_25_WilliamMary.pdf
E. Emanuele,,,William Mary,2025_10_25,0,0,0,0,2,2,0,1,0,0,8,3,37.5,0,9,1.0,0.4,0.0,1.4,players_2025_10_25_WilliamMary.pdf
J. Watson,,,William Mary,2025_10_25,0,0,0,0,0,1,0,1,2,0,1,1,100.0,0,1,3.0,0.0,0.0,3.0,players_2025_10_25_WilliamMary.pdf
R. Watson,2,1,UNCW Seahawks,02.11.2025,0,0,0,0,1,5,3,1,0,1,15,10,66.7,0,13,3.5,0.2,0.0,3.7,players_2025_11_02_UNCW.pdf
N. Gold,2,1,UNCW Seahawks,02.11.2025,0,0,0,0,0,6,0,14,2,0,64,49,76.6,0,13,16.0,0.0,0.0,16.0,players_2025_11_02_UNCW.pdf
J. Watson,2,1,UNCW Seahawks,02.11.2025,0,0,0,0,0,1,0,0,0,0,27,26,96.3,0,3,0.0,0.0,0.0,0.0,players_2025_11_02_UNCW.pdf
J. Jordheim,2,1,UNCW Seahawks,02.11.2025,0,0,0,0,2,15,8,9,4,2,50,40,80.0,0,23,19.0,0.4,0.0,19.4,players_2025_11_02_UNCW.pdf
J. Barrett,2,1,UNCW Seahawks,02.11.2025,0,0,0,0,0,10,5,2,0,0,19,13,68.4,0,16,4.5,0.0,0.0,4.5,players_2025_11_02_UNCW.pdf
E. White,2,1,UNCW Seahawks,02.11.2025,1,1,1,0,1,7,6,6,1,1,42,26,61.9,0,18,11.0,3.7,0.0,14.7,players_2025_11_02_UNCW.pdf
H. Walker,2,1,UNCW Seahawks,02.11.2025,0,0,0,0,0,5,1,6,0,1,36,29,80.6,0,6,7.5,0.0,0.0,7.5,players_2025_11_02_UNCW.pdf
B. Bagshaw,2,1,UNCW Seahawks,02.11.2025,0,0,0,0,0,2,2,2,0,0,12,9,75.0,0,5,3.0,0.0,0.0,3.0,players_2025_11_02_UNCW.pdf
M. Lenert,2,1,UNCW Seahawks,02.11.2025,1,1,1,0,3,10,4,2,0,0,17,13,76.5,0,22,4.0,4.1,0.0,8.1,players_2025_11_02_UNCW.pdf
L. Gill,2,1,UNCW Seahawks,02.11.2025,3,3,0,0,1,11,3,3,1,0,13,7,53.8,0,19,5.5,9.2,0.0,14.7,players_2025_11_02_UNCW.pdf
I. Salifu,2,1,UNCW Seahawks,02.11.2025,0,0,0,0,0,3,1,1,1,0,21,17,81.0,0,7,2.5,0.0,0.0,2.5,players_2025_11_02_UNCW.pdf
S. Bendvold,2,1,UNCW Seahawks,02.11.2025,1,1,1,0,4,6,2,3,0,0,25,17,68.0,0,10,4.0,4.3,0.0,8.3,players_2025_11_02_UNCW.pdf
R. Ray,2,1,UNCW Seahawks,02.11.2025,0,0,0,0,1,3,2,4,0,0,15,10,66.7,0,6,5.0,0.2,0.0,5.2,players_2025_11_02_UNCW.pdf
B. Baldwin,2,1,UNCW Seahawks,02.11.2025,0,0,0,0,0,4,2,2,0,0,9,8,88.9,0,6,3.0,0.0,0.0,3.0,players_2025_11_02_UNCW.pdf
D. Toulson,2,1,UNCW Seahawks,02.11.2025,0,0,0,0,0,8,7,2,1,0,17,11,64.7,0,13,6.5,0.0,0.0,6.5,players_2025_11_02_UNCW.pdf
C. Hughes,2,1,UNCW Seahawks,02.11.2025,0,0,0,0,0,5,3,1,0,0,2,1,50.0,0,7,2.5,0.0,0.0,2.5,players_2025_11_02_UNCW.pdf
P. Dashin,2,1,UNCW Seahawks,02.11.2025,0,0,0,0,1,4,0,0,0,0,3,3,100.0,0,9,0.0,0.2,0.0,0.2,players_2025_11_02_UNCW.pdf
C. Crockford,2,1,UNCW Seahawks,02.11.2025,0,0,0,0,0,0,0,0,2,0,1,0,0.0,0,3,2.0,0.0,0.0,2.0,players_2025_11_02_UNCW.pdf
E. Emanuele,2,1,UNCW Seahawks,02.11.2025,1,1,1,0,0,1,0,0,1,0,5,3,60.0,0,3,1.0,3.5,0.0,4.5,players_2025_11_02_UNCW.pdf
